transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,1/11/2022,9243.32,transfer,Dazzlesphere,entertainment,credit card,Auna,NGN,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
2,1/6/2022,5499.84,withdrawal,Thoughtworks,groceries,checking,Nomhon,CNY,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
3,1/16/2022,8243.86,withdrawal,Yambee,transportation,checking,Nässjö,SEK,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
4,1/17/2022,7245.26,withdrawal,Skibox,utilities,savings,Göteborg,SEK,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
5,1/12/2022,960.07,deposit,Realfire,utilities,credit card,Inozemtsevo,RUB,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
6,1/8/2022,8862.83,deposit,Edgeblab,entertainment,credit card,Chejiazhuang,CNY,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
7,1/8/2022,4448.21,transfer,Agivu,utilities,checking,Campamento,COP,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
8,1/11/2022,6573.23,withdrawal,Blogtags,entertainment,checking,Žďár nad Sázavou,CZK,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
9,1/5/2022,6875.83,transfer,Mybuzz,entertainment,checking,Port Elizabeth,XCD,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
10,1/28/2022,5844.71,transfer,Tagfeed,utilities,credit card,Baitian,CNY,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
11,1/20/2022,6617.3,transfer,Mycat,entertainment,savings,Bhāndāria,BDT,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
12,1/12/2022,260.73,deposit,Kazio,groceries,credit card,Jorf,MAD,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
13,1/18/2022,6513.08,deposit,Trudoo,groceries,savings,Mandor,IDR,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
14,1/7/2022,8489.81,transfer,Buzzshare,transportation,savings,Shuangtian,CNY,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
15,1/24/2022,2440.51,withdrawal,Nlounge,transportation,checking,Itapetinga,BRL,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
16,1/9/2022,5844.79,transfer,Midel,entertainment,savings,Luchingu,TZS,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
17,1/14/2022,3581.91,withdrawal,Thoughtbridge,transportation,checking,Charlottetown,CAD,ut tellus nulla ut erat id mauris vulputate elementum nullam
18,1/8/2022,1377.71,transfer,Abata,entertainment,credit card,Semey,KZT,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
19,1/8/2022,8331.06,withdrawal,Katz,entertainment,checking,Huangcun,CNY,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
20,1/12/2022,1795.38,transfer,Mita,utilities,checking,Río Ceballos,ARS,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
21,1/8/2022,8154.37,deposit,Jayo,utilities,credit card,Marang,IDR,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
22,1/20/2022,8624.71,transfer,Realbridge,utilities,checking,Skhira,TND,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
23,1/6/2022,4625.5,transfer,Gigaclub,entertainment,checking,Kapiri Mposhi,ZMW,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
24,1/23/2022,4575.79,withdrawal,Realfire,groceries,savings,Sokolovo,RUB,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
25,1/1/2022,6953.08,deposit,Pixope,transportation,checking,Kokemäki,EUR,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
26,1/24/2022,6569.25,withdrawal,Shuffledrive,entertainment,checking,Quezon City,PHP,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
27,1/14/2022,5063.51,withdrawal,Brightbean,entertainment,savings,Trollhättan,SEK,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
28,1/19/2022,8032.86,deposit,Shuffledrive,transportation,checking,Thành Phố Lạng Sơn,VND,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
29,1/4/2022,2709.6,withdrawal,Edgepulse,entertainment,checking,Calinaoan Malasin,PHP,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
30,1/4/2022,7313.92,deposit,Oloo,utilities,checking,Yaroslavskiy,RUB,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
31,1/2/2022,5449.82,transfer,Muxo,entertainment,checking,Lizhai,CNY,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
32,1/12/2022,8536.45,withdrawal,Skinte,groceries,savings,Khallat Ḩamāmah,ILS,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
33,1/24/2022,49.5,withdrawal,Linkbuzz,entertainment,savings,Aigínio,EUR,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
34,1/30/2022,9827.73,transfer,Wordtune,transportation,savings,Dietaisi,CNY,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
35,1/14/2022,4393.58,transfer,Gigaclub,utilities,credit card,Rumat Heib,ILS,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
36,1/7/2022,5844.05,withdrawal,Skilith,transportation,savings,Sindon,PHP,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
37,1/1/2022,3947.99,withdrawal,Snaptags,entertainment,credit card,Coripata,BOB,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
38,1/2/2022,6910.67,withdrawal,Ozu,groceries,checking,Mników,PLN,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
39,1/28/2022,5083.48,withdrawal,Shufflebeat,transportation,checking,Bagumbayan,PHP,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
40,1/18/2022,4522.73,transfer,Youfeed,transportation,savings,Shuibian,CNY,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
41,1/17/2022,803.06,transfer,Katz,groceries,savings,Maicao,COP,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
42,1/14/2022,8767.93,transfer,Pixoboo,entertainment,checking,Diaopu,CNY,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
43,1/19/2022,5242.49,transfer,Rhynyx,groceries,checking,Jargalant,MNT,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
44,1/22/2022,5927.1,transfer,Voonix,entertainment,checking,Orël,RUB,aliquam sit amet diam in magna bibendum imperdiet nullam orci
45,1/19/2022,1049.91,withdrawal,Geba,utilities,credit card,Taquarituba,BRL,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
46,1/6/2022,2609.48,deposit,Gabtype,transportation,savings,Valejas,EUR,non mi integer ac neque duis bibendum morbi non quam nec
47,1/23/2022,2586.19,transfer,Livepath,entertainment,checking,Nässjö,SEK,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
48,1/4/2022,9200.92,transfer,Zoonder,groceries,checking,Río Ceballos,ARS,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
49,1/3/2022,9362.89,withdrawal,Eayo,entertainment,checking,Poja,IDR,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
50,1/11/2022,4050.74,withdrawal,Einti,groceries,checking,Psary,PLN,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
51,1/7/2022,433.98,deposit,Vidoo,groceries,savings,Yaita,JPY,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
52,1/30/2022,8904.94,withdrawal,Gabtype,groceries,savings,Sukošan,HRK,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
53,1/6/2022,9375.06,transfer,Blogtags,entertainment,savings,Dédougou,XOF,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
54,1/13/2022,4826.89,transfer,Vidoo,utilities,checking,Oslo,NOK,elementum nullam varius nulla facilisi cras non velit nec nisi
55,1/18/2022,5995.19,transfer,Yodo,entertainment,credit card,Bayonne,EUR,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
56,1/17/2022,9311.65,deposit,Mynte,entertainment,checking,Starominskaya,RUB,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
57,1/7/2022,9475.26,withdrawal,Thoughtworks,entertainment,credit card,Velikooktyabr’skiy,RUB,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
58,1/20/2022,7591.27,transfer,Yakijo,utilities,credit card,Awat,CNY,vel sem sed sagittis nam congue risus semper porta volutpat quam pede
59,1/25/2022,5337.19,transfer,Latz,transportation,credit card,Patimuan,IDR,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
60,1/13/2022,8136.97,deposit,Blogtag,entertainment,savings,Marseille,EUR,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
61,1/5/2022,3449.59,withdrawal,Twitterbridge,transportation,credit card,Bābolsar,IRR,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
62,1/18/2022,5193.06,deposit,Dynava,groceries,credit card,Smedjebacken,SEK,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
63,1/28/2022,5125.59,transfer,Skinder,transportation,savings,Wum,XAF,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
64,1/29/2022,8252.92,transfer,Photolist,utilities,savings,Yanwang,CNY,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
65,1/12/2022,6811.34,withdrawal,Vinder,entertainment,savings,Reims,EUR,eget massa tempor convallis nulla neque libero convallis eget eleifend
66,1/9/2022,3492.85,withdrawal,Jabbersphere,entertainment,credit card,Chiang Yuen,THB,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
67,1/5/2022,1554.16,withdrawal,Photobug,groceries,checking,Morrison,ARS,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
68,1/14/2022,6604.74,deposit,Nlounge,transportation,checking,Tokār,SDG,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
69,1/28/2022,3004.51,deposit,Jetpulse,entertainment,savings,Linzi,CNY,non lectus aliquam sit amet diam in magna bibendum imperdiet
70,1/23/2022,428.59,deposit,Gigabox,transportation,savings,Jiasi,CNY,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
71,1/13/2022,1941.51,withdrawal,Avamm,transportation,credit card,Imotski,HRK,varius integer ac leo pellentesque ultrices mattis odio donec vitae
72,1/11/2022,1960.13,withdrawal,Yodel,groceries,checking,Santiago De Compostela,EUR,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
73,1/16/2022,2049.15,withdrawal,Latz,utilities,savings,Zhangaqorghan,KZT,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
