transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,6/29/2022,2941.51,deposit,Vimbo,utilities,savings,Malausma Kidul,IDR,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
2,6/14/2022,7475.75,withdrawal,Lajo,entertainment,credit card,Berlin,EUR,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
3,6/28/2022,898.53,withdrawal,Ntags,utilities,credit card,Mānānwāla,PKR,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
4,6/15/2022,704.16,deposit,Babbleblab,entertainment,credit card,Kembang,IDR,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
5,6/18/2022,7745.4,deposit,Mymm,groceries,credit card,Sanshilipu,CNY,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
6,6/7/2022,5153.48,deposit,Abata,utilities,checking,Limenária,EUR,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
7,6/22/2022,7717.72,transfer,Riffwire,transportation,savings,Tala,PHP,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
8,6/16/2022,3074.15,deposit,Ainyx,transportation,checking,Mangkon Daja,IDR,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
9,6/1/2022,5052.52,withdrawal,Skiba,utilities,savings,Chernomorets,BGN,orci mauris lacinia sapien quis libero nullam sit amet turpis
10,6/22/2022,8335.3,transfer,Topicblab,groceries,savings,Salaspils,EUR,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
11,6/29/2022,7042.29,withdrawal,Kanoodle,utilities,checking,Ayamaru,IDR,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
12,6/28/2022,9752.26,transfer,Blogtags,groceries,credit card,Ferreira do Zêzere,EUR,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
13,6/19/2022,2490.98,transfer,Chatterpoint,utilities,checking,Puteran Kidul,IDR,integer ac neque duis bibendum morbi non quam nec dui
14,6/3/2022,1293.71,transfer,Meevee,entertainment,checking,Chashnikovo,RUB,eros elementum pellentesque quisque porta volutpat erat quisque erat eros
15,6/5/2022,428.06,withdrawal,Jatri,utilities,credit card,Крушево,MKD,sagittis sapien cum sociis natoque penatibus et magnis dis parturient
16,6/29/2022,332.45,transfer,Edgeblab,utilities,checking,Dubai,AED,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
17,6/16/2022,3309.36,withdrawal,Voolith,groceries,credit card,Oepuah,IDR,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
18,6/23/2022,4323.6,withdrawal,Eadel,transportation,checking,Ängelholm,SEK,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
19,6/25/2022,778.61,withdrawal,Flashspan,entertainment,credit card,Jiangkou,CNY,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
20,6/14/2022,5636.79,withdrawal,Dabjam,utilities,savings,Kohlu,PKR,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
21,6/17/2022,7173.6,withdrawal,Devpulse,transportation,credit card,Masjid,IDR,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
22,6/29/2022,8778.1,deposit,Eimbee,transportation,savings,Nové Město pod Smrkem,CZK,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
23,6/15/2022,1593.69,transfer,Cogilith,groceries,checking,Meudon,EUR,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
24,6/18/2022,9476.86,transfer,Photobean,utilities,savings,Xihuachi,CNY,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
25,6/25/2022,9925.48,deposit,Topicblab,entertainment,checking,Kurmuk,SDG,ultrices mattis odio donec vitae nisi nam ultrices libero non
26,6/2/2022,2764.71,transfer,Skynoodle,transportation,checking,Cantilan,PHP,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
27,6/11/2022,867.29,withdrawal,Bubblebox,groceries,savings,Wringinputih,IDR,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
28,6/24/2022,2369.19,deposit,Ntag,utilities,credit card,Gotovlje,EUR,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
29,6/6/2022,3515.95,transfer,Topdrive,entertainment,checking,Xiashixiang,CNY,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
