transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,3/2/2022,278.94,deposit,Latz,groceries,credit card,Minato,JPY,non sodales sed tincidunt eu felis fusce posuere felis sed lacus
2,3/7/2022,5876.76,transfer,Roodel,transportation,checking,Kuvshinovo,RUB,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
3,3/16/2022,8251.14,withdrawal,Fanoodle,utilities,checking,Sundsvall,SEK,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
4,3/2/2022,4771.59,transfer,Zoombox,transportation,checking,Santa Bárbara de Padrões,EUR,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
5,3/17/2022,7321.61,deposit,Trunyx,utilities,savings,Taketoyo,JPY,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
6,3/28/2022,793.95,transfer,Demivee,transportation,credit card,Karolino-Buhaz,UAH,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
7,3/11/2022,6974.43,transfer,Blogspan,utilities,checking,Qiting,CNY,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
8,3/2/2022,1848.38,deposit,Youspan,groceries,savings,Malandag,PHP,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
9,3/18/2022,516.54,withdrawal,Innotype,entertainment,savings,Tebluru,IDR,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
10,3/14/2022,5443.45,deposit,Aibox,groceries,credit card,Akkol’,KZT,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
11,3/30/2022,6473.64,transfer,Layo,groceries,savings,Makata,MWK,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
12,3/3/2022,2637.78,withdrawal,Zava,utilities,savings,Lukashin,AMD,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
13,3/5/2022,1542.86,transfer,Mudo,transportation,checking,Hangchuan,CNY,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
14,3/15/2022,2103.3,withdrawal,Plajo,groceries,credit card,Xinxian,CNY,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
15,3/17/2022,7710.66,deposit,Dazzlesphere,groceries,checking,Jinghai,CNY,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
16,3/21/2022,4061.68,transfer,Skinte,entertainment,credit card,Huapi,CNY,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
17,3/3/2022,2497.64,withdrawal,Eadel,transportation,credit card,Chinchaypujio,PEN,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
18,3/19/2022,9129.48,withdrawal,Shufflester,transportation,savings,Koror,USD,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
19,3/14/2022,7215.54,deposit,Jayo,transportation,savings,Port Elizabeth,XCD,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
20,3/3/2022,8112.03,deposit,Digitube,transportation,savings,Kuangyuan,CNY,leo odio porttitor id consequat in consequat ut nulla sed
21,3/24/2022,5302.27,transfer,Tagcat,transportation,checking,San Antonio,MXN,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
22,3/23/2022,3015.77,transfer,Meeveo,entertainment,credit card,Hedong,CNY,tempus semper est quam pharetra magna ac consequat metus sapien ut
23,3/7/2022,7112.3,transfer,Leenti,utilities,savings,Vsevolozhsk,RUB,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
24,3/10/2022,6753.49,withdrawal,Gigashots,groceries,savings,Anding,CNY,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
25,3/20/2022,3203.49,withdrawal,Fivebridge,transportation,credit card,Tongli,CNY,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
26,3/14/2022,2268.94,transfer,Skiptube,transportation,savings,Santa Cruz do Capibaribe,BRL,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
27,3/28/2022,1268.67,withdrawal,Youfeed,transportation,checking,Funehikimachi-funehiki,JPY,risus auctor sed tristique in tempus sit amet sem fusce consequat
28,3/28/2022,8170.97,transfer,Trupe,utilities,checking,Hekou,CNY,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
29,3/25/2022,5809.3,deposit,Muxo,utilities,credit card,Aravissós,EUR,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
30,3/4/2022,3656.46,withdrawal,Browsebug,transportation,credit card,Megion,RUB,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
31,3/10/2022,838.72,transfer,Lajo,entertainment,credit card,Tamarindo,PEN,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
32,3/15/2022,2157.92,transfer,Demizz,entertainment,savings,Satu Nou,RON,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
33,3/23/2022,2520.34,deposit,Muxo,entertainment,credit card,Le Blanc-Mesnil,EUR,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
34,3/13/2022,1620.63,withdrawal,Brightbean,transportation,savings,Tokonou,GNF,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
35,3/24/2022,9456.37,deposit,Voonix,groceries,credit card,Nanyo,PHP,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
36,3/19/2022,8306.75,withdrawal,Tekfly,utilities,savings,Luoshan,CNY,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
37,3/24/2022,9927.39,transfer,Youopia,utilities,checking,Macau,BRL,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
38,3/8/2022,232.83,withdrawal,Leenti,utilities,checking,Libog,PHP,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
39,3/25/2022,4778.87,deposit,Realbridge,groceries,savings,Trojanów,PLN,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
40,3/20/2022,4869.42,withdrawal,Aibox,entertainment,credit card,Hadāli,PKR,vitae ipsum aliquam non mauris morbi non lectus aliquam sit
41,3/23/2022,6909.86,deposit,Dynazzy,utilities,checking,Frontignan,EUR,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
42,3/25/2022,3558.92,withdrawal,Browsezoom,groceries,savings,General Roca,ARS,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
43,3/10/2022,2289.6,deposit,Feedfire,entertainment,savings,Ciparay,IDR,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
44,3/24/2022,2045.1,deposit,Oyoloo,utilities,checking,Gutang,CNY,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
45,3/12/2022,1930.91,transfer,Meevee,utilities,credit card,Muchkapskiy,RUB,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
46,3/2/2022,360.63,deposit,Aimbu,groceries,checking,Bulu,IDR,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
47,3/18/2022,2812.45,deposit,Snaptags,groceries,credit card,Vylkove,UAH,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
48,3/25/2022,9775.1,transfer,Lajo,utilities,savings,Moravská Nová Ves,CZK,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
49,3/27/2022,1803.13,deposit,Flipstorm,transportation,credit card,Perpignan,EUR,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
50,3/1/2022,6095.62,withdrawal,Eare,groceries,checking,Gradec,MKD,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
51,3/24/2022,7805.48,transfer,Skivee,utilities,checking,Sibinal,GTQ,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
52,3/23/2022,266.63,deposit,Abata,utilities,credit card,Tambawel,NGN,nam congue risus semper porta volutpat quam pede lobortis ligula
53,3/13/2022,2510.27,transfer,Kare,groceries,savings,Denton,USD,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
54,3/30/2022,1347.85,transfer,JumpXS,entertainment,credit card,Adzopé,XOF,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
55,3/13/2022,8329.96,withdrawal,Layo,entertainment,checking,Matagami,CAD,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
56,3/20/2022,7112.92,withdrawal,Eazzy,transportation,credit card,Xingtan,CNY,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
57,3/13/2022,7243.04,withdrawal,Roomm,transportation,credit card,Changyŏn,KPW,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
58,3/3/2022,4206.56,transfer,Vimbo,entertainment,credit card,Andongsari,IDR,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
59,3/28/2022,9892.55,withdrawal,Skalith,transportation,savings,Charleville-Mézières,EUR,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
60,3/2/2022,5496.71,transfer,Oodoo,transportation,checking,Garbolovo,RUB,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
61,3/10/2022,6178.79,withdrawal,Flashdog,transportation,savings,Maungatapere,NZD,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
62,3/7/2022,1098.84,deposit,Eayo,groceries,credit card,Nikolinci,RSD,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
63,3/9/2022,1921.06,deposit,Fiveclub,groceries,savings,Naka,JPY,convallis nunc proin at turpis a pede posuere nonummy integer
64,3/2/2022,649.49,deposit,Zoombox,groceries,checking,Houston,USD,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
65,3/9/2022,8593.32,transfer,Oyondu,entertainment,credit card,Rangmanten,IDR,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
66,3/12/2022,7276.74,withdrawal,Skidoo,entertainment,savings,Shiḩan as Suflá,YER,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
67,3/2/2022,5788.12,withdrawal,Twitterbeat,utilities,savings,Oxbow,CAD,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
68,3/5/2022,9772.72,transfer,Devcast,groceries,savings,Binzhou,CNY,pede justo eu massa donec dapibus duis at velit eu est congue elementum in
69,3/10/2022,2638.57,transfer,Meevee,utilities,checking,Presidente Venceslau,BRL,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
70,3/13/2022,7711.74,transfer,Kazu,utilities,credit card,Brwinów,PLN,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
71,3/23/2022,6004.3,transfer,Rhyzio,transportation,credit card,Laguna Salada,DOP,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
72,3/1/2022,6358.41,transfer,Eare,groceries,savings,Nanyang,CNY,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
73,3/13/2022,1942.33,withdrawal,Kanoodle,utilities,savings,Biris Daja,IDR,non mauris morbi non lectus aliquam sit amet diam in magna
74,3/26/2022,7630.46,deposit,Nlounge,transportation,credit card,Markovo,RUB,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
75,3/5/2022,8987.7,withdrawal,Skiba,entertainment,savings,Cuiabá,BRL,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
76,3/15/2022,2933.78,withdrawal,Yakidoo,groceries,credit card,San Jose,MXN,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
77,3/14/2022,6324.25,deposit,Topicshots,utilities,savings,Sonta,RSD,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
78,3/10/2022,8836.63,withdrawal,Cogilith,transportation,credit card,Pliska,BGN,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
79,3/8/2022,2684.39,transfer,Trunyx,groceries,checking,T’azagyugh,AMD,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
80,3/28/2022,5071.93,transfer,Mita,transportation,credit card,Maralik,AMD,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
81,3/26/2022,3813.48,withdrawal,Skipstorm,entertainment,credit card,Mafra,BRL,sagittis nam congue risus semper porta volutpat quam pede lobortis
82,3/21/2022,1695.58,deposit,Twinder,utilities,checking,Xin’an,CNY,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
83,3/24/2022,7924.63,withdrawal,Zoonoodle,groceries,credit card,Philadelphia,USD,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
