transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,9/19/2022,8130.97,withdrawal,Skilith,utilities,checking,Łyse,PLN,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
2,9/17/2022,7802.11,withdrawal,JumpXS,groceries,savings,Savigny-le-Temple,EUR,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
3,9/22/2022,4711.84,transfer,Zoomlounge,transportation,checking,Costeira do Pirajubae,BRL,magna ac consequat metus sapien ut nunc vestibulum ante ipsum
4,9/25/2022,7288.81,deposit,Wordtune,groceries,checking,Zaokskiy,RUB,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
5,9/1/2022,8897.77,deposit,Thoughtstorm,transportation,checking,Mouhijärvi,EUR,integer aliquet massa id lobortis convallis tortor risus dapibus augue
6,9/9/2022,8562.47,withdrawal,Brainverse,groceries,savings,Raszczyce,PLN,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
7,9/11/2022,545.78,deposit,Mybuzz,groceries,savings,Västerås,SEK,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
8,9/10/2022,6398.33,transfer,Devify,transportation,savings,Huangbei,CNY,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
9,9/4/2022,9816.98,withdrawal,Leenti,entertainment,credit card,Radā‘,YER,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
10,9/6/2022,6134.59,withdrawal,Quatz,transportation,checking,Shumyachi,RUB,amet cursus id turpis integer aliquet massa id lobortis convallis
11,9/13/2022,2713.6,withdrawal,Zoomdog,groceries,credit card,Cabannungan Second,PHP,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
12,9/12/2022,8257.86,withdrawal,Quinu,entertainment,checking,Banjar Banyualit,IDR,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
13,9/13/2022,615.16,transfer,Fatz,transportation,credit card,Zhaowanzhuang,CNY,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
14,9/14/2022,6769.71,transfer,Rhycero,utilities,credit card,Pandansari,IDR,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
15,9/6/2022,4560.19,transfer,Livefish,utilities,credit card,Bayramaly,TMT,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
16,9/29/2022,7208.25,deposit,Vimbo,groceries,credit card,Lirung,IDR,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
17,9/7/2022,4198.68,withdrawal,Fiveclub,entertainment,savings,Kalangsari,IDR,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
18,9/12/2022,924.86,deposit,Rhyzio,utilities,savings,Ifakara,TZS,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
19,9/28/2022,7316.64,transfer,Abata,transportation,credit card,Heřmanova Huť,CZK,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
20,9/28/2022,3882.18,deposit,Kazio,utilities,savings,Sukarara Utara,IDR,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
21,9/18/2022,178.71,withdrawal,Cogilith,transportation,credit card,Mbanza-Ngungu,CDF,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
22,9/6/2022,3718.18,transfer,Thoughtblab,utilities,credit card,Bouabout,MAD,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
23,9/14/2022,1085.65,transfer,Eayo,transportation,credit card,Margaharja,IDR,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
24,9/18/2022,5068.55,withdrawal,Youopia,groceries,savings,Suru,IDR,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
25,9/24/2022,3901.54,transfer,Katz,groceries,checking,Al Miqdādīyah,IQD,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
26,9/17/2022,8244.49,withdrawal,Dabvine,utilities,credit card,Zdenci,HRK,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
27,9/23/2022,6268.81,transfer,Topicware,utilities,checking,Maracaibo,VEF,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
28,9/21/2022,9516.15,transfer,Katz,utilities,savings,Hexi,CNY,molestie lorem quisque ut erat curabitur gravida nisi at nibh in
29,9/16/2022,8493.71,transfer,Youtags,entertainment,checking,Luis Donaldo Colosio,MXN,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
30,9/27/2022,1400.65,deposit,Kwilith,groceries,credit card,Nevel’,RUB,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
31,9/28/2022,4196.73,transfer,DabZ,utilities,checking,Pô,XOF,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
