transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,5/15/2022,5971.38,withdrawal,Jabberstorm,groceries,checking,Santo Antônio de Pádua,BRL,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
2,5/18/2022,4929.47,transfer,Livetube,transportation,savings,El Crucero,NIO,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
3,5/22/2022,5990.15,transfer,Voomm,transportation,savings,Badian,PHP,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
4,5/16/2022,1978.49,withdrawal,Fliptune,utilities,savings,Celorico de Basto,EUR,vestibulum ante ipsum primis in faucibus orci luctus et ultrices
5,5/6/2022,7563.17,withdrawal,Dynabox,entertainment,savings,Presidente Epitácio,BRL,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
6,5/4/2022,6704.87,transfer,Wikivu,entertainment,credit card,Kelowna,CAD,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
7,5/30/2022,3794.3,deposit,Skalith,utilities,savings,Žihle,CZK,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
8,5/17/2022,2447.59,deposit,Vidoo,entertainment,checking,Xinhe,CNY,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
9,5/22/2022,7465.8,transfer,Wikivu,transportation,savings,Bridgetown,BBD,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
10,5/6/2022,5349.02,withdrawal,Ailane,groceries,checking,Bungu,TZS,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
11,5/17/2022,5769.93,withdrawal,Vinder,utilities,savings,Forshaga,SEK,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
12,5/15/2022,9935.19,withdrawal,Voolia,entertainment,savings,Shuren,CNY,tincidunt lacus at velit vivamus vel nulla eget eros elementum
13,5/15/2022,6851.14,deposit,Photolist,utilities,savings,Kovači,BAM,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
14,5/27/2022,5387.76,withdrawal,Mydo,transportation,checking,Aco,PEN,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
15,5/28/2022,2357.87,deposit,Einti,entertainment,credit card,Lihu,CNY,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
16,5/27/2022,2235.8,transfer,Skalith,utilities,credit card,Nepomuceno,BRL,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
17,5/29/2022,6998.56,deposit,Lazzy,entertainment,credit card,Grabów,PLN,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
