transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
1,11/26/2022,1878.51,transfer,Oodoo,groceries,savings,Bayt Ta‘mar,ILS,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
2,11/20/2022,7174.54,transfer,Wordpedia,utilities,checking,Rājo Khanāni,PKR,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
3,11/12/2022,9270.13,transfer,Quinu,utilities,savings,Setono,IDR,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
4,11/26/2022,5352.88,transfer,Voomm,transportation,credit card,Zolochiv,UAH,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
5,11/22/2022,9.52,transfer,Twinder,entertainment,checking,Grojec,PLN,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
6,11/2/2022,951.84,deposit,Tanoodle,entertainment,savings,Daqiao,CNY,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
7,11/18/2022,2959.22,withdrawal,Aibox,utilities,credit card,Ozalj,HRK,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
8,11/4/2022,370.79,deposit,Browsezoom,groceries,savings,Jamao al Norte,DOP,lacus purus aliquet at feugiat non pretium quis lectus suspendisse
9,11/16/2022,1038.17,transfer,Voolith,utilities,credit card,Jaquimeyes,DOP,in porttitor pede justo eu massa donec dapibus duis at velit eu est
10,11/26/2022,1618.29,transfer,Thoughtblab,utilities,checking,Zhichu,CNY,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
11,11/2/2022,3228.9,deposit,Zoomcast,transportation,savings,Arroyito,ARS,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
12,11/9/2022,8697.03,deposit,Janyx,entertainment,savings,Beni,CDF,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
13,11/12/2022,6016.26,withdrawal,Avaveo,groceries,credit card,Yunluo,CNY,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
14,11/25/2022,9545.58,deposit,Jamia,groceries,checking,Iwonicz-Zdrój,PLN,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
15,11/24/2022,408.13,deposit,Twitterwire,transportation,savings,Campraksanta,IDR,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
16,11/2/2022,1671.08,transfer,Thoughtworks,transportation,savings,Gudauta,GEL,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
17,11/14/2022,7206.67,withdrawal,Vidoo,utilities,checking,Židlochovice,CZK,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
18,11/2/2022,2257.47,withdrawal,Yakidoo,utilities,savings,Niulanshan,CNY,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
19,11/5/2022,6931.84,transfer,Fivechat,groceries,savings,Mosteiros,EUR,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
20,11/4/2022,367.26,deposit,Voomm,transportation,credit card,Likwatang Timur,IDR,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
21,11/1/2022,3911.51,withdrawal,BlogXS,groceries,credit card,Södertälje,SEK,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
22,11/20/2022,260.76,withdrawal,Skimia,groceries,savings,El Capulin,MXN,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
23,11/22/2022,4540.24,withdrawal,Leexo,transportation,savings,Katsuura,JPY,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
24,11/12/2022,4531.24,transfer,Oba,transportation,savings,Napel,IDR,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
25,11/17/2022,9244.7,deposit,Ntag,groceries,credit card,El Tambo,PEN,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
26,11/21/2022,9482.32,deposit,Avavee,transportation,checking,Balugo,PHP,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
27,11/8/2022,5806.34,withdrawal,Kayveo,utilities,savings,Karangpeton,IDR,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
28,11/26/2022,6147.98,transfer,LiveZ,transportation,credit card,Pundong,IDR,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
29,11/18/2022,240.24,deposit,Bubbletube,utilities,checking,Kalej,PLN,ipsum primis in faucibus orci luctus et ultrices posuere cubilia
30,11/24/2022,3863.46,deposit,Eayo,groceries,checking,Taywanak Ilaya,PHP,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
31,11/16/2022,8177.9,deposit,Skaboo,transportation,savings,Shiyan,CNY,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
32,11/1/2022,3282.59,transfer,Twitternation,transportation,checking,Elias Fausto,BRL,nec condimentum neque sapien placerat ante nulla justo aliquam quis
33,11/10/2022,2762.53,deposit,Centidel,utilities,savings,Bimbo,XAF,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
34,11/14/2022,4174.6,withdrawal,Wordpedia,groceries,checking,Zagora,MAD,pede venenatis non sodales sed tincidunt eu felis fusce posuere
35,11/15/2022,3351.28,transfer,Jabberstorm,entertainment,savings,Fengniancun,CNY,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
36,11/28/2022,4855.34,withdrawal,Skyba,entertainment,checking,Zhukovo,RUB,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
37,11/11/2022,5993.55,withdrawal,Meevee,groceries,savings,Sangat,PHP,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
38,11/28/2022,7034.42,withdrawal,Dynabox,transportation,checking,Shizuoka-shi,JPY,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
39,11/7/2022,8490.76,deposit,Skipfire,groceries,checking,Al Jamālīyah,EGP,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
40,11/29/2022,7834.16,withdrawal,Kimia,groceries,credit card,Quanling,CNY,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
41,11/15/2022,178.67,withdrawal,Meetz,entertainment,savings,Puerto Cumarebo,VEF,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
42,11/18/2022,3407.52,transfer,Tagfeed,utilities,savings,Springfield,USD,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
43,11/23/2022,739.35,transfer,Mydo,groceries,checking,Zhongshan,CNY,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
44,11/26/2022,2683.89,deposit,Wordtune,groceries,savings,Daqian,CNY,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
45,11/12/2022,352.67,withdrawal,Mynte,transportation,checking,Yangji,CNY,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
46,11/17/2022,1984.97,withdrawal,Quimm,transportation,checking,Xianglan,CNY,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
47,11/13/2022,5795.87,withdrawal,Jazzy,groceries,credit card,Shuinan,CNY,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
48,11/5/2022,8139.33,transfer,Oyoloo,transportation,savings,Van Nuys,USD,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
49,11/3/2022,7308.61,transfer,Blognation,utilities,checking,Phitsanulok,THB,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
50,11/27/2022,7741.05,withdrawal,Cogilith,transportation,credit card,Bogi,IDR,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
51,11/22/2022,5556.44,withdrawal,Quatz,entertainment,checking,Nagpandayan,PHP,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
52,11/9/2022,6199.51,withdrawal,Buzzshare,groceries,savings,Wujiayao,CNY,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
53,11/5/2022,3470.66,transfer,Riffwire,groceries,checking,Usatove,UAH,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
54,11/28/2022,8548.72,withdrawal,InnoZ,groceries,savings,Venlo,EUR,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
55,11/10/2022,3327.54,deposit,Blogtag,groceries,checking,Tangzhai,CNY,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
56,11/17/2022,6915.55,deposit,Rooxo,utilities,savings,Punta Alta,ARS,in libero ut massa volutpat convallis morbi odio odio elementum
